Id,Label,tf,ntf,df,idf,nidf,tdf,tf-idf,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Stopwords
3913,sax,15,12.38848198,5,9.210360372,9.210320372,75,114.1023835,7,12,19,9,12,21,5,0.398103,0.415528,0.000001,No
14524,convenient,18,12.20616042,17,7.98658494,7.986424931,306,97.48553698,8,11,19,18,14,32,4,0.397327,0.414681,0.000001,No
1388,transplant,19,12.1520932,14,8.180740955,8.180610949,266,99.41312651,8,11,19,17,17,34,5,0.414598,0.432067,0.000001,No
1401,translucent,16,12.32394346,14,8.180740955,8.180610949,224,100.8189889,8,11,19,14,12,26,4,0.422723,0.439543,0.000001,No
9198,kerosene,15,12.38848198,10,8.517213191,8.517123189,150,105.5153421,8,11,19,10,13,23,4,0.421409,0.438384,0.000001,No
8785,lemonade,14,12.45747485,8,8.740356743,8.740286741,112,108.8827743,8,11,19,10,13,23,4,0.411293,0.428736,0.000001,No
14637,connotation,11,12.6986369,9,8.622573707,8.622493705,99,109.4949327,8,11,19,8,11,19,4,0.439653,0.454632,0.000001,No
15963,bunch,27,11.80069531,25,7.600922459,7.600682435,675,89.69617003,9,10,19,26,26,52,5,0.388603,0.405544,0.000001,No
9638,inverse,30,11.6953348,19,7.875359305,7.875179292,570,92.10496371,9,10,19,26,19,45,5,0.418222,0.4354,0.000001,No
1173,tuscan,23,11.96103796,18,7.929426526,7.929256515,414,94.84417169,9,10,19,20,21,41,5,0.330953,0.335328,0.000001,No
18113,advocate,18,12.20616042,18,7.929426526,7.929256515,324,96.78785221,9,10,19,14,17,31,4,0.412574,0.430149,0.000001,No
11100,grenoble,19,12.1520932,15,8.111748083,8.111608076,285,98.57471871,9,10,19,15,16,31,4,0.405719,0.423173,0.000001,No
11457,gentleman,17,12.26331883,16,8.047209562,8.047059554,272,98.68549658,9,10,19,17,17,34,5,0.406788,0.424283,0.000001,No
7502,mobility,19,12.1520932,13,8.254848927,8.254728922,247,100.3136935,9,10,19,18,15,33,4,0.438502,0.453627,0.000001,No
12130,fingerprint,20,12.1007999,10,8.517213191,8.517123189,200,103.0650926,9,10,19,19,15,34,4,0.417141,0.434384,0.000001,No
2664,stanza,26,11.83843564,8,8.740356743,8.740286741,208,103.4721508,9,10,19,16,20,36,4,0.401416,0.418831,0.000001,No
4232,rosenberg,14,12.45747485,12,8.334891634,8.334781631,168,103.8317029,9,10,19,10,12,22,5,0.400745,0.418213,0.000001,No
12667,espionage,14,12.45747485,12,8.334891634,8.334781631,168,103.8317029,9,10,19,11,11,22,4,0.410998,0.42852,0.000001,No
15956,bunsen,19,12.1520932,9,8.622573707,8.622493705,171,104.7823193,9,10,19,16,10,26,4,0.425245,0.44183,0.000001,No
9975,incense,14,12.45747485,10,8.517213191,8.517123189,140,106.1029691,9,10,19,10,14,24,4,0.402645,0.420117,0.000001,No
1035,uracil,16,12.32394346,9,8.622573707,8.622493705,144,106.2641108,9,10,19,13,13,26,4,0.434839,0.450463,0.000001,No
4965,putty,19,12.1520932,7,8.873888135,8.873828135,133,107.8363156,9,10,19,15,13,28,4,0.41396,0.431389,0.000001,No
7345,mortgage,16,12.32394346,7,8.873888135,8.873828135,112,109.3612956,9,10,19,15,14,29,4,0.434031,0.449726,0.000001,No
11812,fragmentation,15,12.38848198,4,9.433503923,9.433473923,60,116.8667933,9,10,19,12,10,22,4,0.392721,0.410183,0.000001,No
13397,doge,23,11.96103796,16,8.047209562,8.047059554,368,96.25297905,10,9,19,13,19,32,4,0.415112,0.432516,0.000001,No
18347,abe,25,11.87765635,14,8.180740955,8.180610949,350,97.16802977,10,9,19,13,12,25,4,0.42435,0.441003,0.000001,No
11200,governance,19,12.1520932,14,8.180740955,8.180610949,266,99.41312651,10,9,19,17,16,33,4,0.420919,0.4379,0.000001,No
4345,rip,22,12.00548972,12,8.334891634,8.334781631,264,100.0644559,10,9,19,15,15,30,5,0.330885,0.335603,0.000001,No
14942,codex,18,12.20616042,13,8.254848927,8.254728922,234,100.7600102,10,9,19,13,11,24,4,0.422613,0.439534,0.000001,No
10447,hitchcock,17,12.26331883,12,8.334891634,8.334781631,204,102.2134336,10,9,19,17,10,27,4,0.43014,0.446257,0.000001,No
17225,attribute,16,12.32394346,12,8.334891634,8.334781631,192,102.7187332,10,9,19,13,15,28,4,0.425326,0.442046,0.000001,No
4791,rainwater,13,12.53158282,12,8.334891634,8.334781631,156,104.4493848,10,9,19,12,12,24,4,0.4313,0.447336,0.000001,No
14977,coarse,13,12.53158282,12,8.334891634,8.334781631,156,104.4493848,10,9,19,13,9,22,4,0.434201,0.449862,0.000001,No
12119,fir,17,12.26331883,9,8.622573707,8.622493705,153,105.7413705,10,9,19,15,13,28,4,0.405784,0.423403,0.000001,No
814,vex,14,12.45747485,5,9.210360372,9.210320372,70,114.7378327,10,9,19,12,11,23,4,0.392678,0.410033,0.000001,No
9602,iraqi,30,11.6953348,23,7.684304068,7.684084048,690,89.87050875,11,8,19,28,11,39,5,0.334275,0.339574,0.000001,No
331,wilkes,25,11.87765635,19,7.875359305,7.875179292,475,93.54081148,11,8,19,25,24,49,4,0.40014,0.417516,0.000001,No
18271,accession,22,12.00548972,19,7.875359305,7.875179292,418,94.54754521,11,8,19,19,22,41,4,0.434509,0.450228,0.000001,No
14773,complementary,23,11.96103796,15,8.111748083,8.111608076,345,97.02492676,11,8,19,19,14,33,5,0.372138,0.387052,0.000001,No
5190,promenade,22,12.00548972,13,8.254848927,8.254728922,286,99.10350396,11,8,19,19,15,34,4,0.42644,0.442891,0.000001,No
4216,rotten,24,11.91847835,20,7.824066011,7.823875996,480,93.25096133,12,7,19,18,21,39,4,0.411007,0.428596,0.000001,No
2595,stellar,22,12.00548972,18,7.929426526,7.929256515,396,95.19664868,12,7,19,15,10,25,5,0.324338,0.327949,0.000001,No
15344,chartreuse,18,12.20616042,8,8.740356743,8.740286741,144,106.6861965,12,7,19,13,17,30,5,0.4006,0.418387,0.000001,No
7103,nave,18,12.20616042,9,8.622573707,8.622493705,162,105.2485179,4,14,18,16,18,34,4,0.448563,0.462176,0.000001,No
16891,bash,22,12.00548972,11,8.421903011,8.421803008,242,101.1090701,5,13,18,6,15,21,4,0.439012,0.454101,0.000001,No
14951,cockroach,4,13.71023782,3,9.721185996,9.721165996,12,133.2797719,2,4,6,3,4,7,5,0.346997,0.356216,0.000003,No
8592,lisle,6,13.30477271,4,9.433503923,9.433473923,24,125.5106255,3,6,9,5,6,11,5,0.370407,0.384938,0.000002,No
2468,strengthen,24,11.91847835,23,7.684304068,7.684084048,552,91.58521165,6,12,18,22,22,44,4,0.45067,0.463861,0.000001,No
1002,usgs,23,11.96103796,16,8.047209562,8.047059554,368,96.25297905,6,12,18,12,13,25,5,0.374423,0.389708,0.000001,No
10878,hamburger,22,12.00548972,16,8.047209562,8.047059554,352,96.6106917,6,12,18,19,12,31,5,0.374573,0.38975,0.000001,No
12392,fable,21,12.05200974,10,8.517213191,8.517123189,210,102.6495363,6,12,18,18,18,36,4,0.442084,0.456768,0.000001,No
1205,tunis,16,12.32394346,11,8.421903011,8.421803008,176,103.7910565,6,12,18,12,14,26,4,0.414927,0.432389,0.000001,No
5513,polyhedron,15,12.38848198,9,8.622573707,8.622493705,135,106.820599,6,12,18,15,13,28,4,0.42965,0.445994,0.000001,No
4601,regulate,25,11.87765635,24,7.641744454,7.641514432,600,90.76601456,7,11,18,23,24,47,4,0.42429,0.440985,0.000001,No
8641,lin,22,12.00548972,16,8.047209562,8.047059554,352,96.6106917,7,11,18,9,14,23,5,0.398487,0.415875,0.000001,No
10535,hexadecimal,21,12.05200974,15,8.111748083,8.111608076,315,97.7628669,7,11,18,18,17,35,4,0.424706,0.441637,0.000001,No
13519,diploid,19,12.1520932,13,8.254848927,8.254728922,247,100.3136935,7,11,18,15,12,27,4,0.400338,0.417761,0.000001,No
11136,graveyard,17,12.26331883,13,8.254848927,8.254728922,221,101.2318443,7,11,18,15,17,32,4,0.442624,0.457181,0.000001,No
14686,confession,19,12.1520932,12,8.334891634,8.334781631,228,101.2863799,7,11,18,10,18,28,4,0.409566,0.42715,0.000001,No
13622,dial,15,12.38848198,13,8.254848927,8.254728922,195,102.2650471,7,11,18,10,15,25,4,0.439055,0.454214,0.000001,No
7591,min,16,12.32394346,12,8.334891634,8.334781631,192,102.7187332,7,11,18,10,11,21,4,0.382787,0.399062,0.000001,No
11837,foul,15,12.38848198,12,8.334891634,8.334781631,180,103.2566548,7,11,18,12,12,24,5,0.353697,0.364622,0.000001,No
3860,schiller,15,12.38848198,11,8.421903011,8.421803008,165,104.3345937,7,11,18,15,12,27,4,0.439937,0.454866,0.000001,No
6463,orthography,15,12.38848198,9,8.622573707,8.622493705,135,106.820599,7,11,18,8,14,22,4,0.440417,0.455298,0.000001,No
18146,adolphus,12,12.61162553,12,8.334891634,8.334781631,144,105.1165321,4,5,9,12,9,21,5,0.379092,0.394974,0.000002,No
11900,forbid,10,12.79394708,9,8.622573707,8.622493705,90,110.3167517,4,5,9,6,7,13,4,0.400104,0.417761,0.000002,No
2633,statistician,7,13.15062203,7,8.873888135,8.873828135,49,116.6971488,4,5,9,5,6,11,4,0.399303,0.416986,0.000002,No
14006,danbury,8,13.01709064,5,9.210360372,9.210320372,40,119.8920957,4,5,9,6,8,14,4,0.391301,0.408193,0.000002,No
3829,schultz,7,13.15062203,4,9.433503923,9.433473923,28,124.0564445,4,5,9,7,6,13,4,0.417533,0.434562,0.000002,No
10298,houghton,5,13.48709426,4,9.433503923,9.433473923,20,127.2305567,4,5,9,4,5,9,4,0.407357,0.424948,0.000002,No
7845,medlar,9,12.8993076,2,10.1266511,10.1266411,18,130.6267875,4,5,9,9,6,15,5,0.351442,0.361769,0.000002,No
5676,plainfield,6,13.30477271,2,10.1266511,10.1266411,12,134.7327912,4,5,9,5,5,10,4,0.406546,0.424145,0.000002,No
5209,programmed,22,12.00548972,21,7.775275846,7.77507583,462,93.34599428,8,10,18,17,18,35,5,0.392157,0.409261,0.000001,No
5307,prescription,21,12.05200974,15,8.111748083,8.111608076,315,97.7628669,8,10,18,16,12,28,5,0.380091,0.396169,0.000001,No
4296,robust,18,12.20616042,15,8.111748083,8.111608076,270,99.01329838,8,10,18,16,10,26,4,0.391837,0.408841,0.000001,No
9585,iroquois,15,12.38848198,15,8.111748083,8.111608076,225,100.4922449,8,10,18,14,13,27,4,0.437217,0.452519,0.000001,No
5602,pluck,19,12.1520932,12,8.334891634,8.334781631,228,101.2863799,8,10,18,13,17,30,4,0.424777,0.441726,0.000001,No
2722,squeeze,13,12.53158282,13,8.254848927,8.254728922,169,103.446323,8,10,18,13,13,26,4,0.430359,0.446482,0.000001,No
12171,fiesta,16,12.32394346,10,8.517213191,8.517123189,160,104.9656538,8,10,18,13,14,27,5,0.40005,0.41757,0.000001,No
8844,leak,12,12.61162553,10,8.517213191,8.517123189,120,107.4159033,8,10,18,9,12,21,4,0.422975,0.439891,0.000001,No
11746,fresno,16,12.32394346,8,8.740356743,8.740286741,128,107.7156623,8,10,18,12,15,27,4,0.414578,0.431985,0.000001,No
5347,precedent,16,12.32394346,6,9.028038815,9.027988815,96,111.2610399,8,10,18,13,12,25,4,0.41916,0.436318,0.000001,No
13553,dilemma,16,12.32394346,6,9.028038815,9.027988815,96,111.2610399,8,10,18,12,13,25,4,0.397488,0.414986,0.000001,No
2332,sully,6,13.30477271,4,9.433503923,9.433473923,24,125.5106255,3,3,6,3,3,6,5,0.3457,0.354652,0.000003,No
10725,hayward,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,3,3,6,3,3,6,4,0.424269,0.44083,0.000003,No
171,wreck,21,12.05200974,17,7.98658494,7.986424931,357,96.25439949,9,9,18,20,15,35,4,0.437098,0.452392,0.000001,No
5435,pose,19,12.1520932,16,8.047209562,8.047059554,304,97.79044058,9,9,18,17,13,30,4,0.441578,0.456237,0.000001,No
2777,spoon,18,12.20616042,12,8.334891634,8.334781631,216,101.7370244,9,9,18,16,12,28,4,0.393627,0.410742,0.000001,No
4400,rib,15,12.38848198,13,8.254848927,8.254728922,195,102.2650471,9,9,18,15,13,28,4,0.44614,0.460091,0.000001,No
4738,raspberry,21,12.05200974,10,8.517213191,8.517123189,210,102.6495363,9,9,18,20,13,33,5,0.368768,0.383177,0.000001,No
17514,appliance,15,12.38848198,11,8.421903011,8.421803008,165,104.3345937,9,9,18,12,10,22,4,0.421609,0.438731,0.000001,No
131,xylophone,15,12.38848198,10,8.517213191,8.517123189,150,105.5153421,9,9,18,15,10,25,4,0.43485,0.450444,0.000001,No
13433,divination,13,12.53158282,9,8.622573707,8.622493705,117,108.0544965,9,9,18,12,11,23,4,0.405682,0.423131,0.000001,No
7509,mnemonic,15,12.38848198,8,8.740356743,8.740286741,120,108.279752,9,9,18,15,10,25,5,0.37406,0.389292,0.000001,No
14954,cock,12,12.61162553,9,8.622573707,8.622493705,108,108.7446707,9,9,18,10,10,20,4,0.396537,0.413803,0.000001,No
11228,gopher,14,12.45747485,7,8.873888135,8.873828135,98,110.5462382,9,9,18,10,9,19,4,0.426953,0.443383,0.000001,No
15025,clio,14,12.45747485,7,8.873888135,8.873828135,98,110.5462382,9,9,18,13,13,26,4,0.410172,0.42768,0.000001,No
1020,urinary,11,12.6986369,11,8.421903011,8.421803008,121,106.9466884,5,4,9,10,9,19,5,0.325694,0.329405,0.000002,No
283,winthrop,9,12.8993076,9,8.622573707,8.622493705,81,111.2252305,5,4,9,9,6,15,4,0.399393,0.417033,0.000002,No
983,utter,6,13.30477271,6,9.028038815,9.027988815,36,120.1160044,5,4,9,6,4,10,5,0.384337,0.400571,0.000002,No
7043,nellie,6,13.30477271,6,9.028038815,9.027988815,36,120.1160044,5,4,9,5,4,9,5,0.304127,0.309822,0.000002,No
3937,saud,7,13.15062203,5,9.210360372,9.210320372,35,121.121968,5,4,9,7,5,12,4,0.422562,0.439266,0.000002,No
16243,bowman,6,13.30477271,5,9.210360372,9.210320372,30,122.5417513,5,4,9,5,4,9,5,0.362695,0.37563,0.000002,No
7247,muncie,7,13.15062203,2,10.1266511,10.1266411,14,133.1717611,5,4,9,5,6,11,4,0.399824,0.417117,0.000002,No
9418,jill,18,12.20616042,18,7.929426526,7.929256515,324,96.78785221,10,8,18,13,8,21,5,0.347296,0.356636,0.000001,No
10648,helene,17,12.26331883,13,8.254848927,8.254728922,221,101.2318443,10,8,18,14,10,24,5,0.352622,0.36323,0.000001,No
2575,steroid,20,12.1007999,11,8.421903011,8.421803008,220,101.9117632,10,8,18,18,10,28,5,0.375476,0.390825,0.000001,No
16320,boone,15,12.38848198,13,8.254848927,8.254728922,195,102.2650471,10,8,18,13,9,22,5,0.366279,0.379949,0.000001,No
17307,asset,16,12.32394346,12,8.334891634,8.334781631,192,102.7187332,10,8,18,15,14,29,5,0.403111,0.420668,0.000001,No
969,vague,14,12.45747485,13,8.254848927,8.254728922,182,102.8345729,10,8,18,14,9,23,4,0.425877,0.442388,0.000001,No
7809,melon,17,12.26331883,11,8.421903011,8.421803008,187,103.2804818,10,8,18,14,11,25,4,0.417838,0.434914,0.000001,No
602,walnut,16,12.32394346,11,8.421903011,8.421803008,176,103.7910565,10,8,18,13,15,28,5,0.386867,0.403411,0.000001,No
5384,poultry,14,12.45747485,10,8.517213191,8.517123189,140,106.1029691,10,8,18,11,11,22,4,0.42883,0.445069,0.000001,No
2190,sweeney,16,12.32394346,7,8.873888135,8.873828135,112,109.3612956,10,8,18,14,16,30,4,0.404378,0.421939,0.000001,No
6261,parallax,14,12.45747485,5,9.210360372,9.210320372,70,114.7378327,10,8,18,12,11,23,5,0.37417,0.389404,0.000001,No
17941,alfredo,21,12.05200974,21,7.775275846,7.77507583,441,93.70770023,11,7,18,17,7,24,5,0.36245,0.375581,0.000001,No
4039,saltwater,21,12.05200974,18,7.929426526,7.929256515,378,95.56552572,11,7,18,17,11,28,4,0.390922,0.407827,0.000001,No
8098,marguerite,17,12.26331883,16,8.047209562,8.047059554,272,98.68549658,11,7,18,13,13,26,5,0.380408,0.396425,0.000001,No
2587,stephanie,17,12.26331883,15,8.111748083,8.111608076,255,99.47695304,11,7,18,14,11,25,5,0.410703,0.428349,0.000001,No
7321,motive,14,12.45747485,14,8.180740955,8.180610949,196,101.9113747,11,7,18,14,13,27,4,0.4057,0.423239,0.000001,No
9676,intervention,14,12.45747485,13,8.254848927,8.254728922,182,102.8345729,11,7,18,11,13,24,4,0.382342,0.398522,0.000001,No
322,williamsburg,17,12.26331883,11,8.421903011,8.421803008,187,103.2804818,11,7,18,15,16,31,4,0.391448,0.408404,0.000001,No
11187,grady,14,12.45747485,11,8.421903011,8.421803008,154,104.9156449,11,7,18,13,10,23,4,0.423227,0.439938,0.000001,No
5462,porch,5,13.48709426,5,9.210360372,9.210320372,25,124.2209985,4,2,6,4,3,7,5,0.378623,0.394434,0.000003,No
7622,militant,23,11.96103796,21,7.775275846,7.77507583,483,93.00036956,12,6,18,19,11,30,5,0.330165,0.334617,0.000001,No
18101,aerospace,26,11.83843564,18,7.929426526,7.929256515,468,93.87200559,12,6,18,20,8,28,5,0.385054,0.401383,0.000001,No
10732,hawthorne,24,11.91847835,18,7.929426526,7.929256515,432,94.50669836,12,6,18,21,7,28,4,0.392678,0.409686,0.000001,No
7117,nathaniel,18,12.20616042,17,7.98658494,7.986424931,306,97.48553698,12,6,18,14,12,26,5,0.339401,0.346173,0.000001,No
4181,rubidium,17,12.26331883,3,9.721185996,9.721165996,51,119.2140033,12,6,18,14,9,23,5,0.358056,0.370004,0.000001,No
8058,marquis,30,11.6953348,28,7.487593774,7.487323743,840,87.569916,13,5,18,23,29,52,5,0.38311,0.399485,0.000001,No
17661,annette,11,12.6986369,8,8.740356743,8.740286741,88,110.9906167,7,2,9,8,3,11,5,0.384246,0.40043,0.000002,No
4737,raster,24,11.91847835,9,8.622573707,8.622493705,216,102.767958,14,4,18,18,12,30,4,0.419437,0.436548,0.000001,No
848,verne,16,12.32394346,10,8.517213191,8.517123189,160,104.9656538,5,12,17,12,13,25,4,0.412968,0.430431,0.000001,No
11371,ginsberg,16,12.32394346,8,8.740356743,8.740286741,128,107.7156623,5,12,17,13,14,27,4,0.424685,0.441374,0.000001,No
5875,peugeot,25,11.87765635,12,8.334891634,8.334781631,300,98.99897857,6,11,17,18,22,40,4,0.434371,0.450045,0.000001,No
14406,cosmopolitan,15,12.38848198,11,8.421903011,8.421803008,165,104.3345937,6,11,17,9,12,21,4,0.435789,0.451421,0.000001,No
4108,sachs,16,12.32394346,10,8.517213191,8.517123189,160,104.9656538,6,11,17,14,13,27,4,0.404932,0.422455,0.000001,No
12734,epstein,22,12.00548972,11,8.421903011,8.421803008,242,101.1090701,7,10,17,18,14,32,4,0.431111,0.447144,0.000001,No
3585,serum,17,12.26331883,13,8.254848927,8.254728922,221,101.2318443,7,10,17,15,15,30,4,0.445568,0.459622,0.000001,No
6090,peacock,15,12.38848198,13,8.254848927,8.254728922,195,102.2650471,7,10,17,11,12,23,4,0.43312,0.448923,0.000001,No
6744,oar,16,12.32394346,12,8.334891634,8.334781631,192,102.7187332,7,10,17,12,12,24,4,0.440439,0.45528,0.000001,No
12500,exhaustion,13,12.53158282,11,8.421903011,8.421803008,143,105.5397751,7,10,17,11,11,22,5,0.415851,0.433273,0.000001,No
6947,nietzsche,15,12.38848198,8,8.740356743,8.740286741,120,108.279752,7,10,17,13,11,24,5,0.35244,0.362974,0.000001,No
6196,partridge,17,12.26331883,7,8.873888135,8.873828135,119,108.8233195,7,10,17,15,13,28,4,0.429162,0.445383,0.000001,No
12709,eratosthenes,14,12.45747485,8,8.740356743,8.740286741,112,108.8827743,7,10,17,10,11,21,5,0.389276,0.406218,0.000001,No
2139,symptom,33,11.60002462,29,7.452502454,7.452222421,957,86.44921192,8,9,17,31,31,62,4,0.412881,0.430257,0.000001,No
7384,moorish,23,11.96103796,20,7.824066011,7.823875996,460,93.58395057,8,9,17,21,14,35,5,0.329662,0.333808,0.000001,No
6160,paternal,22,12.00548972,20,7.824066011,7.823875996,440,93.93174409,8,9,17,20,15,35,5,0.329601,0.334007,0.000001,No
12660,essence,20,12.1007999,19,7.875359305,7.875179292,380,95.29814712,8,9,17,18,18,36,4,0.42068,0.437802,0.000001,No
14950,cocktail,16,12.32394346,11,8.421903011,8.421803008,176,103.7910565,8,9,17,12,14,26,4,0.422663,0.439703,0.000001,No
2149,symbiosis,13,12.53158282,11,8.421903011,8.421803008,143,105.5397751,8,9,17,13,13,26,4,0.420152,0.437196,0.000001,No
4297,robotics,13,12.53158282,10,8.517213191,8.517123189,130,106.7341625,8,9,17,11,9,20,5,0.40367,0.421142,0.000001,No
11784,fraternity,11,12.6986369,10,8.517213191,8.517123189,110,108.1569978,8,9,17,9,10,19,5,0.375214,0.390543,0.000001,No
15317,cheer,13,12.53158282,8,8.740356743,8.740286741,104,109.5305044,8,9,17,12,12,24,4,0.427776,0.444121,0.000001,No
7398,montmartre,12,12.61162553,8,8.740356743,8.740286741,96,110.2301062,8,9,17,11,10,21,4,0.376128,0.391631,0.000001,No
6115,pause,11,12.6986369,8,8.740356743,8.740286741,88,110.9906167,8,9,17,10,10,20,4,0.441041,0.455787,0.000001,No
11577,galway,9,12.8993076,7,8.873888135,8.873828135,63,114.4670127,8,9,17,8,9,17,4,0.407311,0.424948,0.000001,No
11202,gout,12,12.61162553,4,9.433503923,9.433473923,48,118.9718189,8,9,17,9,9,18,4,0.409575,0.427084,0.000001,No
12198,feud,25,11.87765635,19,7.875359305,7.875179292,475,93.54081148,9,8,17,23,18,41,5,0.390965,0.407998,0.000001,No
12863,emit,19,12.1520932,19,7.875359305,7.875179292,361,95.70210024,9,8,17,14,11,25,5,0.414423,0.432193,0.000001,No
1842,tertiary,17,12.26331883,14,8.180740955,8.180610949,238,100.3230346,9,8,17,14,12,26,5,0.332796,0.338037,0.000001,No
15829,cal,11,12.6986369,10,8.517213191,8.517123189,110,108.1569978,9,8,17,10,8,18,5,0.384804,0.401153,0.000001,No
7420,monotreme,12,12.61162553,9,8.622573707,8.622493705,108,108.7446707,9,8,17,11,11,22,4,0.400032,0.417427,0.000001,No
17813,ambiguous,11,12.6986369,9,8.622573707,8.622493705,99,109.4949327,9,8,17,11,8,19,4,0.410646,0.428173,0.000001,No
15972,bullseye,14,12.45747485,3,9.721185996,9.721165996,42,121.10143,9,8,17,12,9,21,4,0.417956,0.435022,0.000001,No
16590,bigelow,9,12.8993076,3,9.721185996,9.721165996,27,125.3965684,9,8,17,9,9,18,5,0.353824,0.364817,0.000001,No
4624,refugee,21,12.05200974,16,8.047209562,8.047059554,336,96.98504802,10,7,17,18,14,32,4,0.386538,0.40324,0.000001,No
15915,burt,18,12.20616042,16,8.047209562,8.047059554,288,98.22553084,10,7,17,11,11,22,5,0.34956,0.359523,0.000001,No
9339,jude,13,12.53158282,9,8.622573707,8.622493705,117,108.0544965,10,7,17,11,8,19,4,0.429183,0.445365,0.000001,No
1670,thy,15,12.38848198,8,8.740356743,8.740286741,120,108.279752,10,7,17,13,9,22,5,0.338359,0.344823,0.000001,No
6663,oedipus,13,12.53158282,7,8.873888135,8.873828135,91,111.2038641,10,7,17,12,8,20,4,0.432003,0.447881,0.000001,No
4569,remembrance,18,12.20616042,11,8.421903011,8.421803008,198,102.7990992,11,6,17,13,17,30,4,0.427725,0.44405,0.000001,No
9362,josiah,18,12.20616042,10,8.517213191,8.517123189,180,103.9624705,11,6,17,13,10,23,5,0.339544,0.346436,0.000001,No
17133,aviv,23,11.96103796,12,8.334891634,8.334781631,276,99.69395524,1,15,16,23,22,45,4,0.413295,0.430793,0.000001,No
15021,clitoris,26,11.83843564,14,8.180740955,8.180610949,364,96.84717527,5,11,16,26,21,47,4,0.410922,0.428403,0.000001,No
2612,steamboat,17,12.26331883,12,8.334891634,8.334781631,204,102.2134336,5,11,16,14,15,29,4,0.425888,0.442595,0.000001,No
2131,syndicate,11,12.6986369,9,8.622573707,8.622493705,99,109.4949327,5,11,16,7,11,18,4,0.452151,0.465058,0.000001,No
12405,eyebrow,7,13.15062203,5,9.210360372,9.210320372,35,121.121968,3,5,8,4,6,10,4,0.391707,0.408644,0.000002,No
1716,thoughtful,5,13.48709426,5,9.210360372,9.210320372,25,124.2209985,3,5,8,4,5,9,5,0.384604,0.400885,0.000002,No
8360,luzon,5,13.48709426,5,9.210360372,9.210320372,25,124.2209985,3,5,8,3,5,8,5,0.360624,0.37333,0.000002,No
8698,libretto,26,11.83843564,20,7.824066011,7.823875996,520,92.62470191,6,10,16,23,22,45,4,0.425296,0.441938,0.000001,No
17459,archibald,15,12.38848198,14,8.180740955,8.180610949,210,101.3469619,6,10,16,6,12,18,5,0.379627,0.395688,0.000001,No
9501,jacobite,15,12.38848198,13,8.254848927,8.254728922,195,102.2650471,6,10,16,15,10,25,4,0.380629,0.397255,0.000001,No
15807,caliber,14,12.45747485,11,8.421903011,8.421803008,154,104.9156449,6,10,16,8,11,19,4,0.420202,0.43736,0.000001,No
4178,rudder,13,12.53158282,10,8.517213191,8.517123189,130,106.7341625,6,10,16,13,11,24,4,0.424219,0.441041,0.000001,No
8412,ludlow,13,12.53158282,9,8.622573707,8.622493705,117,108.0544965,6,10,16,9,13,22,4,0.4272,0.443614,0.000001,No
3806,scope,11,12.6986369,10,8.517213191,8.517123189,110,108.1569978,6,10,16,7,11,18,4,0.441216,0.455965,0.000001,No
14087,cuvier,15,12.38848198,6,9.028038815,9.027988815,90,111.8436961,6,10,16,6,13,19,4,0.381209,0.397292,0.000001,No
9537,isthmus,23,11.96103796,18,7.929426526,7.929256515,414,94.84417169,7,9,16,21,19,40,4,0.43235,0.448332,0.000001,No
7740,merry,21,12.05200974,19,7.875359305,7.875179292,399,94.91390705,7,9,16,13,13,26,5,0.339381,0.346225,0.000001,No
5086,proxy,24,11.91847835,12,8.334891634,8.334781631,288,99.33922547,7,9,16,20,9,29,4,0.411474,0.429027,0.000001,No
2086,tackle,17,12.26331883,13,8.254848927,8.254728922,221,101.2318443,7,9,16,16,12,28,4,0.432224,0.448252,0.000001,No
7070,necessity,14,12.45747485,14,8.180740955,8.180610949,196,101.9113747,7,9,16,13,12,25,4,0.433036,0.448942,0.000001,No
16925,baronet,15,12.38848198,12,8.334891634,8.334781631,180,103.2566548,7,9,16,11,9,20,5,0.378003,0.393689,0.000001,No
9060,kramer,14,12.45747485,10,8.517213191,8.517123189,140,106.1029691,7,9,16,10,10,20,4,0.419526,0.43652,0.000001,No
10715,headland,13,12.53158282,10,8.517213191,8.517123189,130,106.7341625,7,9,16,12,12,24,5,0.383134,0.399582,0.000001,No
6226,parkway,12,12.61162553,9,8.622573707,8.622493705,108,108.7446707,7,9,16,8,12,20,4,0.423227,0.439994,0.000001,No
2580,sterile,11,12.6986369,9,8.622573707,8.622493705,99,109.4949327,7,9,16,9,11,20,4,0.425163,0.441759,0.000001,No
15186,chrome,12,12.61162553,8,8.740356743,8.740286741,96,110.2301062,7,9,16,7,11,18,4,0.448303,0.461871,0.000001,No
9175,khartoum,11,12.6986369,8,8.740356743,8.740286741,88,110.9906167,7,9,16,10,11,21,4,0.414114,0.431591,0.000001,No
7025,nereid,12,12.61162553,7,8.873888135,8.873828135,84,111.9141541,7,9,16,11,11,22,4,0.410969,0.428516,0.000001,No
9472,jaundice,12,12.61162553,6,9.028038815,9.027988815,72,113.8582448,7,9,16,9,10,19,4,0.393479,0.410587,0.000001,No
9047,krypton,10,12.79394708,4,9.433503923,9.433473923,40,120.69175,7,9,16,9,10,19,4,0.427704,0.444074,0.000001,No
5784,pickle,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,1,1,2,1,1,2,7,0.207942,0.210135,0.000008,No
