Id,Label,timeset,tf,ntf,df,idf,nidf,tdf,tf-idf,stopword,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
8918,larval,,24,11.91847835,18,7.929426526,7.929256515,432,94.50669836,0,12,5,17,23,15,38,5,0.328814,0.332874,0
8919,larvae,,87,10.63062406,53,6.849506371,6.848986246,4611,72.81452721,0,32,38,70,73,78,151,4,0.461532,0.473016,0.000108
8920,larva,,26,11.83843564,17,7.98658494,7.986424931,442,94.54867179,0,11,13,24,22,18,40,4,0.430818,0.447031,0.000003
8921,larson,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,2,3,5,2,3,5,5,0.398442,0.416194,0
8922,larsen,,4,13.71023782,3,9.721185996,9.721165996,12,133.2797719,0,3,2,5,3,3,6,5,0.32338,0.326731,0
8923,lars,,33,11.60002462,25,7.600922459,7.600682435,825,88.17088763,0,17,8,25,23,11,34,4,0.42965,0.445796,0.000055
8924,larry,,78,10.73982335,63,6.676663558,6.676043378,4914,71.70618718,0,33,28,61,57,53,110,4,0.42911,0.445689,0.000075
8925,larkin,,5,13.48709426,5,9.210360372,9.210320372,25,124.2209985,0,4,5,9,5,5,10,5,0.384937,0.401247,0
8926,lark,,12,12.61162553,7,8.873888135,8.873828135,84,111.9141541,0,9,4,13,9,11,20,5,0.351846,0.362323,0
8927,lariat,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.326353,0.32986,0
8928,largemouth,,4,13.71023782,2,10.1266511,10.1266411,8,138.8387949,0,2,2,4,4,4,8,5,0.384329,0.400524,0
8929,large,,2614,7.227895283,2188,3.129055121,3.106942874,5719432,22.61648275,0,213,625,838,2415,1543,3958,4,0.480328,0.498132,0.000863
8930,lares,,6,13.30477271,3,9.721185996,9.721165996,18,129.3381701,0,2,4,6,4,4,8,4,0.383739,0.400517,0
8931,laredo,,22,12.00548972,4,9.433503923,9.433473923,88,113.2538344,0,8,7,15,11,19,30,4,0.373469,0.388495,0
8932,lard,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,1,2,3,1,2,3,5,0.34024,0.347561,0
8933,larch,,15,12.38848198,1,10.81979828,10.81979828,15,134.040876,0,4,4,8,6,4,10,4,0.428034,0.444275,0.000053
8934,laramie,,4,13.71023782,3,9.721185996,9.721165996,12,133.2797719,0,4,4,8,4,4,8,5,0.347779,0.357159,0
8935,lapse,,5,13.48709426,5,9.210360372,9.210320372,25,124.2209985,0,3,2,5,5,5,10,5,0.378623,0.394434,0.000053
8936,laplace,,7,13.15062203,3,9.721185996,9.721165996,21,127.8396427,0,4,3,7,7,6,13,5,0.331993,0.336617,0
8937,lapel,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,0,0,0,0,0,0,0,0,0,0
8938,lap,,35,11.54118412,27,7.523961418,7.52370139,945,86.83542401,0,12,14,26,14,28,42,5,0.421489,0.438526,0
8939,laotian,,6,13.30477271,5,9.210360372,9.210320372,30,122.5417513,0,3,4,7,6,5,11,5,0.331114,0.336452,0
8940,laos,,44,11.31234254,33,7.323290723,7.322970678,1452,82.8435732,0,22,24,46,39,39,78,4,0.431814,0.448022,0.000007
8941,lao,,21,12.05200974,12,8.334891634,8.334781631,252,100.4521952,0,13,6,19,17,9,26,4,0.413892,0.431117,0
8942,lanthanum,,3,13.99791989,2,10.1266511,10.1266411,6,141.7520509,0,2,2,4,2,2,4,4,0.389755,0.406475,0
8943,lanthanide,,6,13.30477271,6,9.028038815,9.027988815,36,120.1160044,0,2,5,7,6,6,12,5,0.358802,0.371215,0
8944,lantern,,15,12.38848198,10,8.517213191,8.517123189,150,105.5153421,0,9,8,17,15,10,25,4,0.417327,0.434483,0.000011
8945,lansing,,8,13.01709064,6,9.028038815,9.027988815,48,117.5187995,0,6,4,10,6,8,14,5,0.349264,0.359154,0
8946,lanky,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.308316,0.313337,0
8947,lanka,,86,10.64218488,68,6.600290579,6.599620368,5848,70.24151261,0,3,43,46,86,74,160,4,0.458896,0.471049,0.000011
8948,langur,,4,13.71023782,1,10.81979828,10.81979828,4,148.3420076,0,2,2,4,2,2,4,5,0.355219,0.366942,0
8949,languid,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,6,0.247342,0.248962,0
8950,language,,3236,7.014438899,1600,3.442039376,3.425920482,5177600,24.14397489,0,299,377,676,2468,2585,5053,4,0.484233,0.496244,0.000966
8951,langmuir,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,0,1,1,0,1,0,0,0,0
8952,langley,,8,13.01709064,6,9.028038815,9.027988815,48,117.5187995,0,6,7,13,8,8,16,5,0.361609,0.374508,0
8953,lange,,26,11.83843564,14,8.180740955,8.180610949,364,96.84717527,0,10,17,27,17,23,40,4,0.44342,0.457941,0.000011
8954,lang,,30,11.6953348,25,7.600922459,7.600682435,750,88.89533292,0,10,17,27,18,22,40,4,0.432708,0.448698,0.000001
8955,lane,,80,10.71450554,61,6.70892442,6.708324252,4880,71.88280788,0,38,36,74,54,50,104,4,0.451209,0.464767,0.000071
8956,landslide,,8,13.01709064,7,8.873888135,8.873828135,56,115.5122061,0,3,4,7,8,4,12,4,0.408623,0.426117,0
8957,landscape,,67,10.89183956,60,6.725453722,6.72486356,4020,73.25256289,0,26,29,55,57,51,108,4,0.448269,0.462209,0.000058
8958,landowner,,6,13.30477271,6,9.028038815,9.027988815,36,120.1160044,0,6,5,11,6,5,11,5,0.396732,0.413941,0
8959,landmass,,10,12.79394708,9,8.622573707,8.622493705,90,110.3167517,0,6,8,14,7,10,17,4,0.428634,0.44498,0
8960,landmark,,38,11.45894602,34,7.29343776,7.293107712,1292,83.57510957,0,13,11,24,30,30,60,4,0.429515,0.44582,0.000001
8961,landlord,,8,13.01709064,7,8.873888135,8.873828135,56,115.5122061,0,3,5,8,8,7,15,5,0.409188,0.426588,0
8962,landlocked,,49,11.20471188,31,7.38581108,7.385511041,1519,82.75588514,0,10,19,29,39,39,78,4,0.433861,0.449745,0.000001
8963,landlady,,4,13.71023782,4,9.433503923,9.433473923,16,129.3355822,0,4,1,5,4,1,5,5,0.384237,0.400402,0
8964,landis,,13,12.53158282,6,9.028038815,9.027988815,78,113.1356161,0,8,4,12,11,9,20,5,0.338475,0.344932,0
8965,landfill,,8,13.01709064,5,9.210360372,9.210320372,40,119.8920957,0,5,5,10,7,8,15,5,0.36709,0.38109,0
8966,landau,,4,13.71023782,4,9.433503923,9.433473923,16,129.3355822,0,2,3,5,3,3,6,4,0.412929,0.430131,0.000002
8967,land,,1846,7.575755762,1319,3.635169131,3.621901772,2434874,27.53915349,0,275,275,550,1505,1543,3048,4,0.479848,0.491184,0.000272
8968,lancet,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,0,1,1,0,1,1,5,0.320694,0.323932,0
8969,lancelot,,11,12.6986369,5,9.210360372,9.210320372,55,116.9590221,0,4,8,12,8,10,18,5,0.413112,0.430457,0.000003
8970,lance,,29,11.72923635,25,7.600922459,7.600682435,725,89.15301598,0,19,13,32,24,23,47,4,0.392443,0.409892,0.000108
8971,lancaster,,72,10.81986606,44,7.03560865,7.035178566,3168,76.12434324,0,21,35,56,57,55,112,4,0.459454,0.471354,0.000009
8972,lancashire,,71,10.8338523,60,6.725453722,6.72486356,4260,72.86257228,0,26,24,50,56,68,124,4,0.453202,0.466171,0.000004
8973,lana,,10,12.32394346,8,8.517213191,8.517123189,80,104.9656538,0,6,5,11,6,6,12,5,0.38574,0.402139,0
8974,lamprey,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.332161,0.339406,0
8975,lampoon,,4,13.71023782,4,9.433503923,9.433473923,16,129.3355822,0,1,2,3,1,2,3,5,0.322687,0.32628,0
8976,lamp,,72,10.81986606,28,7.487593774,7.487323743,2016,81.01476173,0,19,34,53,61,63,124,4,0.45304,0.466208,0.000024
8977,laminar,,4,13.71023782,3,9.721185996,9.721165996,12,133.2797719,0,2,2,4,3,4,7,5,0.325044,0.328582,0
8978,lamentation,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.398076,0.415824,0
8979,lame,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,2,3,5,3,3,6,5,0.351074,0.360962,0
8980,lambert,,29,11.72923635,19,7.875359305,7.875179292,551,92.37195061,0,21,17,38,24,25,49,4,0.439969,0.455026,0.000002
8981,lambda,,20,12.1007999,12,8.334891634,8.334781631,240,100.8588559,0,10,3,13,11,15,26,4,0.389781,0.406522,0
8982,lamb,,35,11.54118412,24,7.641744454,7.641514432,840,88.19477971,0,23,21,44,30,31,61,4,0.411036,0.42868,0.000056
8983,lamarck,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,2,2,4,2,2,4,5,0.384412,0.400613,0
8984,lamar,,26,11.83843564,13,8.254848927,8.254728922,338,97.72449773,0,11,13,24,15,20,35,4,0.40805,0.425741,0
8985,lama,,50,11.18450917,26,7.561701746,7.56145172,1300,84.57392254,0,9,18,27,12,29,41,4,0.442878,0.457514,0.000001
8986,lam,,9,12.8993076,6,9.028038815,9.027988815,54,116.4554497,0,2,5,7,2,6,8,5,0.399977,0.417753,0.000001
8987,lakh,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,0,1,1,0,1,1,5,0.315121,0.319142,0
8988,lakeside,,7,13.15062203,5,9.210360372,9.210320372,35,121.121968,0,5,4,9,5,5,10,5,0.350035,0.360098,0
8989,lake,,1334,7.900594951,633,4.369327862,4.362987934,844422,34.52028965,0,256,193,449,1071,950,2021,4,0.476678,0.487348,0.000667
8990,laity,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,0,1,1,0,1,0,0,0,0
8991,lair,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.378607,0.394397,0
8992,lain,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,1,2,3,2,3,5,5,0.361167,0.373919,0
8993,laidlaw,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,0,0,0,0,0,0,0,0,0,0
8994,laid,,104,10.45214128,95,6.265921393,6.264980969,9880,65.49229563,0,29,30,59,84,96,180,4,0.444386,0.458988,0.000057
8995,lahore,,79,10.72708432,50,6.907775279,6.907285168,3950,74.10028791,0,20,29,49,68,58,126,4,0.456289,0.468706,0
8996,lagrangian,,6,13.30477271,6,9.028038815,9.027988815,36,120.1160044,0,2,1,3,4,5,9,5,0.323257,0.326421,0
8997,lagrange,,12,12.61162553,8,8.740356743,8.740286741,96,110.2301062,0,11,5,16,11,7,18,5,0.351359,0.361467,0
8998,lagos,,19,12.1520932,12,8.334891634,8.334781631,228,101.2863799,0,11,15,26,13,18,31,4,0.410846,0.428351,0
8999,lagoon,,46,11.26789078,30,7.418600903,7.418310866,1380,83.59198472,0,14,28,42,28,42,70,4,0.460359,0.471908,0.000006
9000,lagging,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,0,1,1,0,1,1,5,0.319372,0.322967,0
9001,lager,,2,14.403385,1,10.81979828,10.81979828,2,155.8417203,0,2,2,4,2,2,4,5,0.328942,0.333336,0
9002,lag,,12,12.61162553,5,9.210360372,9.210320372,60,116.157616,0,3,8,11,10,10,20,5,0.375635,0.391097,0
9003,lafayette,,23,11.96103796,16,8.047209562,8.047059554,368,96.25297905,0,10,12,22,19,18,37,5,0.353683,0.364666,0
9004,ladybug,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,1,1,2,1,1,2,5,0.336021,0.342018,0
9005,ladybird,,4,13.71023782,3,9.721185996,9.721165996,12,133.2797719,0,4,4,8,4,4,8,5,0.340246,0.347301,0.000001
9006,lady,,395,9.117646412,289,5.153371596,5.150487499,114155,46.98662005,0,91,88,179,345,321,666,4,0.471449,0.481522,0.000191
9007,ladle,,3,13.99791989,2,10.1266511,10.1266411,6,141.7520509,0,2,3,5,2,3,5,4,0.412555,0.429985,0
9008,laden,,16,12.32394346,11,8.421903011,8.421803008,176,103.7910565,0,2,9,11,11,11,22,4,0.432498,0.44836,0
9009,lad,,12,12.61162553,9,8.622573707,8.622493705,108,108.7446707,0,6,10,16,10,11,21,4,0.443753,0.45811,0
9010,lacy,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,3,1,4,3,1,4,5,0.325688,0.329029,0
9011,lactose,,13,12.53158282,8,8.740356743,8.740286741,104,109.5305044,0,7,6,13,9,8,17,4,0.409982,0.427356,0.000001
9012,lacrosse,,32,11.63079627,12,8.334891634,8.334781631,384,96.94142657,0,10,16,26,22,27,49,4,0.433279,0.449181,0
9013,lacquer,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,0,1,1,0,1,0,0,0,0
9014,laconic,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,0,1,1,0,1,0,0,0,0
9015,lackey,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,2,1,3,2,2,4,5,0.384237,0.400402,0
9016,lack,,138,10.16927849,132,5.936996362,5.935685529,18216,60.37496941,0,39,18,57,121,132,253,4,0.443144,0.457847,0.00002
9017,lachesis,,5,13.48709426,3,9.721185996,9.721165996,15,131.1105519,0,3,3,6,4,4,8,4,0.392279,0.409193,0.000053
9018,lace,,18,12.20616042,14,8.180740955,8.180610949,252,99.85543644,0,12,9,21,15,14,29,4,0.449347,0.462725,0
9019,lac,,11,12.6986369,10,8.517213191,8.517123189,110,108.1569978,0,6,7,13,8,8,16,5,0.371251,0.385943,0
9020,labyrinth,,21,12.05200974,10,8.517213191,8.517123189,210,102.6495363,0,9,13,22,19,17,36,4,0.450396,0.463669,0.000003
9021,labradorite,,2,14.403385,1,10.81979828,10.81979828,2,155.8417203,0,2,2,4,2,2,4,5,0.352566,0.363265,0
9022,labrador,,52,11.14528846,31,7.38581108,7.385511041,1612,82.31699499,0,13,26,39,49,39,88,4,0.438979,0.454303,0.000003
9023,labour,,227,9.67158216,140,5.878155862,5.876764922,31780,56.85106736,0,59,52,111,193,184,377,4,0.461209,0.47302,0.000077
9024,laboratory,,141,10.14777229,118,6.04911366,6.047942998,16638,61.38502796,0,35,49,84,101,107,208,4,0.466972,0.477429,0.000037
9025,labium,,4,13.71023782,2,10.1266511,10.1266411,8,138.8387949,0,3,4,7,3,4,7,5,0.384996,0.401284,0
9026,labial,,4,13.71023782,4,9.433503923,9.433473923,16,129.3355822,0,4,0,4,4,0,4,0,0,0,0
9027,labia,,7,13.15062203,4,9.433503923,9.433473923,28,124.0564445,0,3,3,6,6,3,9,4,0.405172,0.422741,0.000001
9028,label,,351,9.235745954,263,5.247644252,5.245020866,92313,48.46590917,0,55,116,171,150,253,403,4,0.473335,0.483456,0.000206
9029,laban,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.326359,0.329865,0
9030,lab,,25,11.87765635,20,7.824066011,7.823875996,500,92.93156735,0,17,14,31,18,19,37,4,0.45385,0.466476,0.000012
9031,la,,2010,7.490144788,1621,3.42838305,3.41204056,3258210,25.67908543,0,179,103,282,1763,1263,3026,4,0.43986,0.456542,0.000845
9032,l,,163,9.96073374,153,5.914523506,5.913182634,24939,58.91299384,0,46,42,88,82,89,171,4,0.461652,0.473156,0.00011
9033,kyoto,,95,10.54265529,50,6.907775279,6.907285168,4750,72.82629356,0,24,33,57,80,73,153,4,0.451323,0.464767,0.000017
9034,kyle,,42,11.35886256,28,7.487593774,7.487323743,1176,85.05054858,0,27,17,44,33,25,58,4,0.43712,0.452571,0.000016
9035,ky,,9,12.8993076,6,9.210360372,9.210320372,54,118.8072715,0,5,4,9,7,4,11,5,0.398371,0.416176,0
9036,kwashiorkor,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,1,2,3,1,2,3,5,0.345633,0.35454,0
9037,kuwait,,43,11.33533206,34,7.29343776,7.293107712,1462,82.67353888,0,22,23,45,34,35,69,4,0.454501,0.467161,0.000005
9038,kurt,,82,10.68981293,72,6.543132165,6.542421927,5904,69.94485882,0,33,14,47,46,23,69,5,0.326389,0.330542,0.000073
9039,kurd,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,1,2,3,1,2,3,5,0.382953,0.399188,0
9040,kumquat,,3,13.99791989,2,10.1266511,10.1266411,6,141.7520509,0,2,2,4,2,2,4,5,0.34574,0.354685,0
9041,kumar,,7,13.15062203,6,9.028038815,9.027988815,42,118.7243261,0,2,4,6,3,4,7,5,0.35626,0.3676,0
9042,kuhn,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.32071,0.32465,0
9043,kudzu,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,0,1,1,0,1,0,0,0,0
9044,kudo,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,0,1,1,0,1,1,5,0.324902,0.329008,0
9045,ku,,15,12.38848198,10,8.517213191,8.517123189,150,105.5153421,0,6,7,13,11,12,23,5,0.348619,0.358167,0.000052
9046,ks,,4,13.71023782,4,9.433503923,9.433473923,16,129.3355822,0,4,4,8,4,4,8,5,0.351018,0.361234,0
9047,krypton,,10,12.79394708,4,9.433503923,9.433473923,40,120.69175,0,7,9,16,9,10,19,4,0.427704,0.444074,0.000001
9048,kruger,,9,12.8993076,2,10.1266511,10.1266411,18,130.6267875,0,8,7,15,9,7,16,4,0.39131,0.408799,0.000053
9049,krueger,,4,13.71023782,3,9.721185996,9.721165996,12,133.2797719,0,1,3,4,4,3,7,4,0.403661,0.421197,0
9050,kronecker,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.324902,0.329008,0
9051,kristin,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,1,0,1,1,0,1,0,0,0,0
9052,krishna,,40,11.40765272,27,7.523961418,7.52370139,1080,85.83073896,0,15,19,34,30,29,59,4,0.443033,0.457655,0.000003
9053,krill,,33,11.60002462,17,7.98658494,7.986424931,561,92.6445819,0,16,16,32,29,24,53,4,0.430067,0.446299,0.000002
9054,krieger,,5,13.48709426,5,9.210360372,9.210320372,25,124.2209985,0,2,4,6,3,5,8,5,0.36152,0.374365,0
9055,kresge,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,1,1,2,1,1,2,5,0.321128,0.32449,0
9056,kremlin,,16,12.32394346,11,8.421903011,8.421803008,176,103.7910565,0,4,12,16,16,14,30,4,0.43195,0.447937,0.000052
9057,krebs,,12,12.61162553,8,8.740356743,8.740286741,96,110.2301062,0,4,6,10,8,11,19,5,0.354029,0.36496,0
9058,kraut,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,0,1,1,0,1,0,0,0,0
9059,krause,,3,13.99791989,2,10.1266511,10.1266411,6,141.7520509,0,2,2,4,3,2,5,5,0.330626,0.334938,0
9060,kramer,,14,12.45747485,10,8.517213191,8.517123189,140,106.1029691,0,7,9,16,10,10,20,4,0.419526,0.43652,0.000001
9061,krakow,,13,12.53158282,7,8.873888135,8.873828135,91,111.2038641,0,4,8,12,12,11,23,4,0.410418,0.427844,0
9062,krakatoa,,7,13.15062203,5,9.210360372,9.210320372,35,121.121968,0,4,5,9,7,5,12,5,0.338701,0.345473,0
9063,kraft,,9,12.8993076,7,8.873888135,8.873828135,63,114.4670127,0,5,2,7,5,2,7,5,0.325074,0.329247,0
9064,kowloon,,18,12.20616042,5,9.210360372,9.210320372,90,112.4231362,0,13,12,25,17,16,33,4,0.42756,0.44397,0.000001
9065,kowalski,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,0,1,1,0,1,0,0,0,0
9066,kovacs,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,1,1,2,2,1,3,5,0.384237,0.400402,0
9067,kosher,,8,13.01709064,6,9.028038815,9.027988815,48,117.5187995,0,8,3,11,8,3,11,4,0.380408,0.396964,0
9068,korea,,391,9.127824617,229,5.386076281,5.383793723,89539,49.16315967,0,56,111,167,374,312,686,4,0.468809,0.479954,0.000023
9069,koran,,8,13.01709064,7,8.873888135,8.873828135,56,115.5122061,0,1,7,8,7,7,14,4,0.410314,0.427779,0
9070,konrad,,21,12.05200974,20,7.824066011,7.823875996,420,94.29571976,0,12,5,17,14,9,23,5,0.379425,0.395335,0
9071,kong,,216,9.72125377,124,5.999516719,5.998285986,26784,58.32282452,0,10,86,96,211,168,379,4,0.453549,0.467603,0.000005
9072,kombu,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,0,1,1,0,1,1,5,0.291695,0.297996,0
9073,kola,,4,13.71023782,4,9.433503923,9.433473923,16,129.3355822,0,2,2,4,4,3,7,5,0.320502,0.323919,0
9074,koenig,,6,13.30477271,4,9.433503923,9.433473923,24,125.5106255,0,4,5,9,6,5,11,4,0.412852,0.430093,0.000001
9075,kodiak,,9,12.8993076,6,9.028038815,9.027988815,54,116.4554497,0,7,6,13,9,9,18,5,0.34998,0.359979,0
9076,kodak,,7,13.15062203,6,9.028038815,9.027988815,42,118.7243261,0,5,5,10,6,5,11,4,0.42494,0.441473,0.000001
9077,kochab,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,0,1,1,0,1,1,5,0.331268,0.335748,0
9078,koch,,14,12.45747485,8,8.740356743,8.740286741,112,108.8827743,0,6,10,16,11,10,21,4,0.40704,0.424596,0
9079,kobayashi,,8,13.01709064,6,9.028038815,9.027988815,48,117.5187995,0,3,5,8,4,5,9,5,0.385657,0.402007,0
9080,koala,,10,12.79394708,5,9.210360372,9.210320372,50,117.8368632,0,2,8,10,8,8,16,5,0.354772,0.366187,0
9081,knudsen,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,1,1,2,3,1,4,5,0.305699,0.31093,0
9082,knuckle,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,2,1,3,2,1,3,5,0.360829,0.373487,0
9083,knoxville,,18,12.20616042,9,8.622573707,8.622493705,162,105.2485179,0,12,10,22,15,18,33,5,0.354665,0.365967,0.000006
9084,knox,,43,11.33533206,23,7.684304068,7.684084048,989,87.10413828,0,17,26,43,34,36,70,4,0.452335,0.465504,0.000001
9085,known,,7098,6.228963844,6011,2.118451881,2.056471368,42666078,13.19576017,0,461,355,816,5847,6682,12529,4,0.482063,0.494282,0.000524
9086,knowlton,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.398085,0.415828,0.000001
9087,knowles,,115,10.35160005,50,6.907775279,6.907285168,5750,71.50652691,0,24,39,63,47,84,131,4,0.452474,0.465856,0.000004
9088,knowledgeable,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,2,2,4,2,2,4,5,0.325796,0.32938,0
9089,knowledge,,316,9.340789964,244,5.322630059,5.32019715,77104,49.71756944,0,90,87,177,270,278,548,4,0.471812,0.481762,0.000137
9090,know,,711,8.529859748,614,4.399803356,4.393654614,436554,37.52970554,0,58,103,161,667,668,1335,4,0.475656,0.484912,0.000017
9091,knott,,5,13.48709426,5,9.210360372,9.210320372,25,124.2209985,0,5,4,9,5,5,10,5,0.378148,0.394797,0
9092,knot,,37,11.48561426,15,8.111748083,8.111608076,555,93.1684095,0,16,20,36,32,30,62,4,0.458185,0.470049,0.000056
9093,knossos,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,3,1,4,3,1,4,5,0.398076,0.415824,0
9094,knoll,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,2,1,3,2,1,3,5,0.321938,0.325417,0
9095,knockout,,21,12.05200974,16,8.047209562,8.047059554,336,96.98504802,0,9,11,20,17,18,35,5,0.405265,0.422898,0
9096,knock,,26,11.83843564,19,7.875359305,7.875179292,494,93.23193427,0,12,16,28,22,23,45,4,0.425031,0.441947,0.000001
9097,knob,,16,12.32394346,9,8.622573707,8.622493705,144,106.2641108,0,7,10,17,14,14,28,4,0.423732,0.440496,0
9098,knives,,50,11.18450917,29,7.452502454,7.452222421,1450,83.35258205,0,22,18,40,40,40,80,4,0.451794,0.464899,0.000002
9099,knit,,3,13.99791989,2,10.1266511,10.1266411,6,141.7520509,0,1,3,4,2,3,5,5,0.347963,0.357394,0
9100,knight,,170,9.96073374,104,6.175407385,6.174376875,17680,61.5115887,0,41,52,93,139,144,283,4,0.467846,0.478142,0.000031
9101,knife,,80,10.71450554,67,6.615105665,6.61444546,5360,70.87758631,0,21,39,60,77,71,148,4,0.467784,0.477846,0.00004
9102,knickerbocker,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,1,3,4,3,3,6,5,0.323646,0.326939,0
9103,knew,,172,9.949037701,163,5.726048083,5.724426802,28036,56.96866826,0,37,47,84,147,155,302,4,0.460216,0.472161,0.000013
9104,kneel,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,1,2,3,3,3,6,5,0.386589,0.403026,0
9105,kneecap,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.360829,0.373487,0
9106,knee,,48,11.22533117,34,7.29343776,7.293107712,1632,81.87125419,0,18,26,44,43,41,84,4,0.440712,0.455819,0.000005
9107,knapsack,,4,13.71023782,2,10.1266511,10.1266411,8,138.8387949,0,3,3,6,3,3,6,5,0.332478,0.33797,0
9108,knack,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,2,2,4,2,2,4,5,0.384279,0.400468,0
9109,klux,,6,13.30477271,4,9.433503923,9.433473923,24,125.5106255,0,1,1,2,6,6,12,6,0.260313,0.264247,0
9110,kline,,5,13.48709426,3,9.721185996,9.721165996,15,131.1105519,0,1,3,4,4,3,7,5,0.390638,0.407425,0
9111,klein,,42,11.35886256,23,7.684304068,7.684084048,966,87.28495377,0,24,21,45,38,29,67,4,0.442701,0.457401,0.000028
9112,kleenex,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.336021,0.342018,0
9113,klaxon,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,2,2,4,2,2,4,5,0.33062,0.33513,0
9114,klaus,,37,11.48561426,29,7.452502454,7.452222421,1073,85.5965685,0,23,13,36,27,21,48,4,0.426471,0.443031,0.00001
9115,klan,,11,12.6986369,4,9.433503923,9.433473923,44,119.7926411,0,3,6,9,11,7,18,5,0.351895,0.362287,0.000053
9116,kiwi,,10,12.79394708,5,9.210360372,9.210320372,50,117.8368632,0,5,7,12,9,9,18,4,0.422653,0.439651,0
9117,kivu,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.32281,0.326129,0
9118,kiva,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,0,1,1,0,1,0,0,0,0
9119,kitty,,35,11.54118412,18,7.929426526,7.929256515,630,91.51497147,0,17,14,31,29,29,58,4,0.415073,0.432492,0.000001
9120,kitten,,12,12.61162553,9,8.622573707,8.622493705,108,108.7446707,0,6,7,13,12,7,19,5,0.364602,0.378224,0.000001
9121,kite,,29,11.72923635,13,8.254848927,8.254728922,377,96.82307407,0,7,14,21,25,19,44,4,0.439468,0.454542,0
9122,kitchenette,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,6,0.243946,0.245487,0
9123,kitchen,,58,11.03608917,45,7.013135794,7.012695706,2610,77.39759197,0,22,32,54,51,46,97,4,0.442161,0.457167,0.000014
9124,kitakyushu,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,0,2,2,0,2,2,5,0.323517,0.326844,0
